2025-05-29 21:47:16,620 INFO    Thread-12632 (_run_job):1716408 [wandb_setup.py:_flush():76] Current SDK version is 0.17.4
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_setup.py:_flush():76] Configure stats pid to 1716408
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_setup.py:_flush():76] Loading settings from /home/anwer/.config/wandb/settings
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_setup.py:_flush():76] Loading settings from /12tb_dsk3/SEIR_model/src/wandb/settings
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_setup.py:_flush():76] Loading settings from environment variables: {'project': 'sweeps-SEIR_Skåne_Kronoberg', 'entity': 'danish2562022', 'root_dir': '/12tb_dsk3/SEIR_model/src', 'run_id': 'ikm7ii33', 'sweep_param_path': '/12tb_dsk3/SEIR_model/src/wandb/sweep-uenjiggc/config-ikm7ii33.yaml', 'sweep_id': 'uenjiggc'}
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_setup.py:_flush():76] Applying setup settings: {'_disable_service': False}
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program': '<python with no main file>'}
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_setup.py:_flush():76] Applying login settings: {}
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:_log_setup():529] Logging user logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250529_214716-ikm7ii33/logs/debug.log
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:_log_setup():530] Logging internal logs to /12tb_dsk3/SEIR_model/src/wandb/run-20250529_214716-ikm7ii33/logs/debug-internal.log
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:_jupyter_setup():475] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x7b665d7580e0>
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:init():569] calling init triggers
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:init():576] wandb.init called with sweep_config: {'ah0': 3.2812475165089765, 'ah1': 3.1893223968568063, 'bh0': 7.17269287941502, 'bh1': 12.964138446588333, 'c': 4.542875561228924}
config: {}
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:init():619] starting backend
2025-05-29 21:47:16,621 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:init():623] setting up manager
2025-05-29 21:47:16,622 INFO    Thread-12632 (_run_job):1716408 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-05-29 21:47:16,622 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:init():631] backend started and connected
2025-05-29 21:47:16,627 INFO    Thread-12632 (_run_job):1716408 [wandb_run.py:_config_callback():1382] config_cb None None {'ah0': 3.2812475165089765, 'ah1': 3.1893223968568063, 'bh0': 7.17269287941502, 'bh1': 12.964138446588333, 'c': 4.542875561228924}
2025-05-29 21:47:16,627 INFO    Thread-12632 (_run_job):1716408 [wandb_run.py:_label_probe_notebook():1334] probe notebook
2025-05-29 21:47:16,627 INFO    Thread-12632 (_run_job):1716408 [wandb_run.py:_label_probe_notebook():1344] Unable to probe notebook: 'NoneType' object has no attribute 'get'
2025-05-29 21:47:16,627 INFO    Thread-12632 (_run_job):1716408 [wandb_init.py:init():720] updated telemetry
